COMMONNAME,Minimum age at encounter,Banding date,Banding region,Age at banding,Sex,Encounter date,Encounter region,How bird and band were obtained,Condition of bird/band at encounter
Bald Eagle,21 years 11 months,93/99/1965,Alaska,After Third Year,"Male, sexed upon recapture",5/16/1984,Alaska,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Bald Eagle,10 years 05 months,6/3/1970,Michigan,Local,Unknown,11/17/1980,Michigan,Shot.,Dead/Removed
Bald Eagle,8 years 03 months,3/11/1968,Florida,Local,Unknown,6/14/1976,Florida,Found dead.,Dead/Removed
Northern Harrier,15 years 04 months,10/1/1986,New Jersey,Hatching Year,Female,10/9/2001,Québec,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
Sharp-shinned Hawk,12 years 02 months,9/18/1999,Minnesota,After Second Year,Male,8/27/2009,Minnesota,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Sharp-shinned Hawk,11 years 06 months,5/6/1984,Michigan,Second Year,Female,12/4/1994,Arkansas,Found dead.,Dead/Removed
Sharp-shinned Hawk,9 years 10 months,10/13/1972,Ontario,After Hatching Year,Female,4/7/1981,Alabama,Found dead.,Dead/Removed
Sharp-shinned Hawk,9 years 04 months,9/25/1975,Ontario,Hatching Year,Female,10/17/1984,Wisconsin,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Sharp-shinned Hawk,8 years 11 months,10/2/1975,Ontario,After Hatching Year,Female,5/6/1983,Michigan,Caught due to striking: stationary object other than wires or towers.,Dead/Unknown
Sharp-shinned Hawk,7 years 11 months,9/22/1970,Ontario,Hatching Year,Male,5/3/1978,Ohio,Found dead.,Dead/Removed
Cooper's Hawk,20 years 04 months,10/27/1986,California,Hatching Year,Male,10/30/2006,Washington,Found dead.,Dead/Removed
Cooper's Hawk,13 years 01 months,9/30/1988,Virginia,Hatching Year,Male,7/11/2001,Maryland,Found dead.,Dead/Removed
Cooper's Hawk,12 years 09 months,10/1/1981,Nevada,After Second Year,Female,3/2/1992,Mexico,Caught due to: injury,Dead/Removed
Cooper's Hawk,12 years 08 months,2/9/1979,Maryland,Second Year,Female,2/1/1991,Maryland,Caught due to striking: stationary object other than wires or towers.,Dead/Removed
Cooper's Hawk,10 years 06 months,11/9/1974,Pennsylvania,After Hatching Year,Female,12/2/1983,Pennsylvania,Caught due to: injury,Dead/Removed
Cooper's Hawk,8 years 08 months,3/18/1975,Pennsylvania,After Second Year,Female,2/17/1982,Ohio,Bird caught or found dead in building or enclosure.,Dead/Removed
Cooper's Hawk,7 years 06 months,10/29/1967,Ontario,Hatching Year,Female,12/21/1974,Missouri,Found dead.,Dead/Removed
Northern Goshawk,17 years 07 months,6/27/1995,Michigan,Local,Unknown,1/14/2013,Michigan,Found dead.,Dead/Removed
Northern Goshawk,16 years 05 months,5/29/1973,New York,Local,Male,10/99/1989,New York,Found dead.,Dead/Removed
Northern Goshawk,16 years 04 months,10/20/1974,New Jersey,Hatching Year,Female,10/29/1990,Pennsylvania,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Northern Goshawk,13 years 00 months,10/14/1972,Minnesota,Second Year,Female,06/43/1984,Alberta,Shot.,Dead/Removed
Northern Goshawk,12 years 06 months,9/25/1970,Wisconsin,Hatching Year,Female,12/43/1982,Michigan,Found dead.,Dead/Removed
Northern Goshawk,11 years 10 months,11/2/1968,Pennsylvania,Hatching Year,Female,4/6/1980,New York,Found dead.,Dead/Unknown
Northern Goshawk,8 years 09 months,9/11/1970,New York,After Second Year,Female,3/1/1977,New York,Shot.,Alive - In Captivity/Removed
Harris's Hawk,15 years 00 months,5/29/1986,New Mexico,Local,Unknown,5/29/2001,New Mexico,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Harris's Hawk,12 years 07 months,12/31/1973,Texas,After Second Year,Female,1/16/1984,Texas,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Dead/Removed
Harris's Hawk,10 years 00 months,12/4/1971,Texas,After Hatching Year,Unknown,06/99/1980,Texas,Found dead.,Dead/Unknown
Red-shouldered Hawk,25 years 10 months,5/12/1974,California,Local,"Female, sexed upon recapture",4/21/2000,California,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Red-shouldered Hawk,22 years 05 months,3/4/1989,Florida,After Second Year,Unknown,11/17/2009,Florida,"Caught by or due to: hawks, owls, or other raptors.",Dead/Removed
Red-shouldered Hawk,19 years 11 months,2/25/1944,Maryland,After Hatching Year,Unknown,5/27/1963,Maryland,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Broad-winged Hawk,18 years 04 months,10/31/1970,Florida,After Hatching Year,Male,10/14/1987,Florida,Caught due to: injury,Alive - Released/Left On Bird
Broad-winged Hawk,16 years 01 months,5/6/1971,New York,After Second Year,Male,7/19/1985,New York,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Swainson's Hawk,26 years 01 months,7/6/1986,California,Local,Unknown,7/24/2012,California,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Swainson's Hawk,24 years 11 months,7/6/1986,California,Local,Unknown,5/21/2011,California,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Swainson's Hawk,24 years 01 months,7/4/1980,California,Local,Unknown,7/7/2004,California,Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Left On Bird
Swainson's Hawk,19 years 07 months,7/11/1975,Colorado,Local,Unknown,1/23/1995,Argentina,Caught or killed due to: Poisoning,Dead/Removed
Swainson's Hawk,18 years 03 months,7/14/1973,Colorado,Local,Unknown,9/1/1991,Texas,Caught due to: injury,Dead/Removed
Swainson's Hawk,15 years 11 months,7/26/1963,Saskatchewan,Local,Unknown,5/23/1979,Saskatchewan,Found dead.,Dead/Removed
Swainson's Hawk,11 years 06 months,7/13/1967,Saskatchewan,Local,Unknown,12/18/1978,Argentina,Caught by hand.,Alive - In Captivity/Removed
White-tailed Hawk,10 years 07 months,1/23/2003,Texas,Third Year,Female,1/9/2012,Texas,Found dead.,Dead/Left On Bird
White-tailed Hawk,8 years 02 months,1/15/2006,Texas,Third Year,Male,8/10/2012,Texas,Found dead or injured on highway.,Dead/Left On Bird
White-tailed Hawk,6 years 06 months,1/14/2007,Texas,After Third Year,Female,12/17/2010,Texas,Found dead.,Dead/Removed
White-tailed Hawk,4 years 07 months,1/18/2006,Texas,Second Year,Male,1/16/2010,Texas,Found dead.,Dead/Removed
Zone-tailed Hawk,4 years 01 months,10/2/2009,Mexico,Hatching Year,Unknown,7/6/2013,Texas,Found dead.,Dead/Removed
Hawaiian Hawk,10 years 06 months,3/10/1998,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Second Year,Female,12/20/2007,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Left On Bird
Red-tailed Hawk,30 years 08 months,10/11/1981,Michigan,After Hatching Year,Unknown,2/6/2011,Michigan,Caught due to: injury,Dead/Left On Bird
Red-tailed Hawk,29 years 09 months,11/21/1976,Maryland,After Hatching Year,Unknown,3/13/2005,New York,Caught or found dead due to: starvation,Dead/Left On Bird
Red-tailed Hawk,28 years 11 months,5/21/1972,California,After Second Year,Unknown,04/99/2001,California,Found dead.,Dead/Removed
Red-tailed Hawk,26 years 07 months,5/18/1973,California,Local,"Male, sexed upon recapture",12/23/1999,California,Found dead.,Dead/Unknown
Red-tailed Hawk,25 years 09 months,10/20/1973,Pennsylvania,After Hatching Year,Unknown,83/99/1998,Vermont,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Dead/Removed
Red-tailed Hawk,23 years 05 months,10/21/1972,Pennsylvania,After Hatching Year,Unknown,11/12/1994,New Jersey,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Red-tailed Hawk,23 years 01 months,11/21/1974,Ontario,After Hatching Year,Unknown,7/30/1996,Ontario,Found dead.,Dead/Removed
Red-tailed Hawk,22 years 08 months,12/9/1973,Virginia,Hatching Year,Unknown,2/29/1996,Virginia,Found dead or injured on highway.,Dead/Removed
Red-tailed Hawk,22 years 07 months,10/28/1967,Virginia,Hatching Year,Female,1/15/1990,Virginia,Caught by or due to: dog,Dead/Removed
Red-tailed Hawk,21 years 11 months,11/5/1969,Pennsylvania,After Hatching Year,Unknown,5/5/1990,Maryland,Found dead.,Dead/Unknown
Red-tailed Hawk,21 years 07 months,4/6/1971,Wisconsin,After Third Year,Male,1/11/1990,Indiana,Found dead.,Dead/Removed
Red-tailed Hawk,21 years 06 months,12/2/1963,Iowa,After Hatching Year,Female,12/27/1983,Iowa,Found dead.,Dead/Removed
Red-tailed Hawk,20 years 05 months,11/4/1971,New Jersey,Hatching Year,Unknown,11/8/1991,Virginia,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Red-tailed Hawk,19 years 06 months,10/28/1961,Pennsylvania,Hatching Year,Male,12/19/1980,Vermont,Caught by or due to: traps or snares OTHER THAN devices used to catch birds for banding.,Dead/Removed
Red-tailed Hawk,19 years 05 months,12/31/1962,Illinois,After Hatching Year,Female,11/23/1980,Wisconsin,Found dead.,Dead/Unknown
Ferruginous Hawk,23 years 08 months,6/10/1982,Nevada,Local,Unknown,2/15/2006,Nevada,Found dead.,Dead/Removed
Ferruginous Hawk,17 years 11 months,6/25/1974,Idaho,Local,Male,5/17/1992,Idaho,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
Rough-legged Hawk,17 years 09 months,1/20/1962,Illinois,After Hatching Year,Female,3/5/1979,Illinois,Found dead or injured on highway.,Dead/Removed
Rough-legged Hawk,16 years 07 months,7/31/1960,Nunavut,Local,Unknown,1/4/1977,Wyoming,Found dead.,Dead/Removed
Rough-legged Hawk,13 years 06 months,1/31/1965,New York,After Hatching Year,Unknown,12/19/1977,New Jersey,Found dead or injured on highway.,Dead/Removed
Rough-legged Hawk,13 years 05 months,12/31/1961,Illinois,Hatching Year,Female,11/99/1974,Illinois,Found dead or injured on highway.,Alive - In Captivity/Left On Bird
Golden Eagle,31 years 08 months,5/10/1980,Utah,Local,Unknown,1/14/2012,Utah,Found dead or injured on highway.,Dead/Left On Bird
Golden Eagle,30 years 09 months,6/3/1975,Colorado,Local,Unknown,3/10/2006,Colorado,Found dead.,Dead/Removed
Golden Eagle,28 years 03 months,6/11/1975,Montana,Second Year,Male,9/9/2002,Montana,Found dead.,Dead/Removed
Golden Eagle,23 years 11 months,5/25/1979,Utah,Local,Unknown,4/11/2003,Utah,Caught due to: injury,Dead/Left On Bird
Golden Eagle,22 years 00 months,6/9/1977,Wyoming,After Second Year,Male,6/11/1997,Montana,Found dead.,Dead/Left On Bird
Golden Eagle,20 years 05 months,5/23/1975,California,Local,"Male, sexed upon recapture",10/23/1995,California,"Caught due to striking: radio, TV, high tension, etc. wires or towers, or ceilometers.",Alive - Released/Left On Bird
Golden Eagle,17 years 01 months,6/15/1968,Saskatchewan,Local,Male,7/15/1985,Montana,Found dead.,Dead/Removed
Golden Eagle,10 years 10 months,5/31/1972,Idaho,Local,Unknown,83/99/1983,Idaho,Found dead.,Dead/Removed
Clapper Rail,7 years 06 months,5/24/1971,New Jersey,After Hatching Year,Male,12/5/1977,New Jersey,Shot.,Dead/Removed
Clapper Rail,7 years 04 months,8/11/1963,Florida,Local,Unknown,10/16/1970,Florida,Shot.,Dead/Removed
Purple Gallinule,7 years 04 months,6/13/1950,Florida,After Hatching Year,Unknown,10/4/1956,Florida,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Common Gallinule,9 years 10 months,2/26/1931,Louisiana,Unknown,Unknown,12/31/1940,Louisiana,Previously banded bird trapped and released during banding operations,Unknown/Unknown
Hawaiian Coot,7 years 06 months,8/24/2002,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Unknown,12/9/2008,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Captured for Scientific Purposes (not collected). Status changed.,Alive - Released/Removed
American Coot,22 years 04 months,7/20/1961,Alberta,After Hatching Year,Female,10/43/1982,Idaho,Shot.,Dead/Removed
Sandhill Crane,36 years 07 months,6/29/1973,Wyoming,Local,Unknown,1/12/2010,New Mexico,Found dead.,Dead/Removed
Sandhill Crane,29 years 03 months,7/24/1970,Idaho,Local,Unknown,9/9/1999,Idaho,Shot.,Dead/Left On Bird
Sandhill Crane,23 years 03 months,7/24/1973,Idaho,Local,Unknown,9/1/1996,Idaho,"Caught due to: entanglement in anything other than fishing gear, e.g., in wire, string, vines, fence, shrubs, etc.",Dead/Unknown
Sandhill Crane,22 years 09 months,9/21/1973,Wisconsin,After Hatching Year,Female,3/24/1995,Illinois,Shot.,Dead/Removed
Sandhill Crane,20 years 08 months,3/25/1968,Nebraska,Unknown,Unknown,11/99/1988,Texas,Shot.,Dead/Removed
Sandhill Crane,18 years 08 months,3/28/1968,Nebraska,Unknown,Unknown,11/29/1986,Texas,Shot.,Dead/Removed
Sandhill Crane,18 years 07 months,4/28/1969,Oregon,After Hatching Year,Male,1/29/1987,California,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Sandhill Crane,17 years 09 months,3/28/1966,Nebraska,Unknown,Unknown,12/30/1983,Texas,Shot.,Dead/Removed
Sandhill Crane,15 years 04 months,10/30/1961,New Mexico,After Hatching Year,Unknown,10/99/1975,Saskatchewan,Shot.,Dead/Removed
Sandhill Crane,15 years 03 months,12/13/1965,New Mexico,After Hatching Year,Unknown,9/11/1979,North Dakota,Shot.,Dead/Removed
Sandhill Crane,15 years 03 months,11/2/1964,New Mexico,Hatching Year,Unknown,9/14/1979,Alaska,Shot.,Dead/Unknown
Whooping Crane,28 years 04 months,7/29/1977,Northwest Territories,Local,Unknown,10/18/2005,Saskatchewan,Found dead.,Dead/Left On Bird
Whooping Crane,7 years 04 months,7/30/1977,Northwest Territories,Local,Unknown,10/5/1984,Saskatchewan,"Sight record: identified by color band, marked plumage or marker other than standard, numbered metal band.",Alive - Released/Left On Bird
Black-necked Stilt,12 years 05 months,11/11/1984,Venezuela,Hatching Year,Unknown,11/14/1996,Lesser Antilles,Shot.,Dead/Removed
Hawaiian Stilt,11 years 05 months,7/15/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Hatching Year,Unknown,11/1/2005,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Removed
Hawaiian Stilt,5 years 02 months,3/28/1979,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",After Hatching Year,Female,8/21/1983,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Removed
Hawaiian Stilt,4 years 07 months,6/23/1994,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,1/14/1999,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Unknown
Hawaiian Stilt,4 years 01 months,8/4/2000,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Local,Unknown,7/18/2004,"Oceania (including Hawaii), Australia, New Zealand and Phillipines",Found dead.,Dead/Left On Bird
American Avocet,15 years 01 months,5/25/1993,California,Local,Unknown,6/24/2008,California,Found dead or injured on highway.,Dead/Removed
American Avocet,14 years 09 months,5/25/1992,California,After Hatching Year,Male,3/16/2006,California,Previously banded bird trapped and released during banding operations,Alive - Released/Removed
American Avocet,14 years 01 months,5/26/1992,California,Local,Unknown,6/13/2006,California,Found dead.,Dead/Unknown
American Avocet,12 years 05 months,6/6/1992,California,After Hatching Year,Male,11/18/2003,California,Found dead.,Dead/Left On Bird
American Avocet,9 years 00 months,9/7/1977,Kansas,After Hatching Year,Female,6/26/1985,Saskatchewan,Found dead or injured on highway.,Dead/Removed
American Oystercatcher,23 years 10 months,8/1/1989,Virginia,After Hatching Year,Unknown,4/8/2012,Florida,Found dead.,Dead/Removed
American Oystercatcher,12 years 11 months,6/15/1962,New York,Local,Unknown,5/21/1975,New York,Previously banded bird trapped and released during banding operations,Alive - Released/Left On Bird
